[PORT 5000][2025-03-26 04:10:43][INFO] System created with ID: f5ee15d0-489c-47e5-b3cd-a4515a879780
[PORT 5000][2025-03-26 04:12:53][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 999, Latency: 3.03ms, Throughput: 329.7 MB/s
[PORT 5000][2025-03-26 13:17:46][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 734, Latency: 1.21ms, Throughput: 606.61 MB/s
[PORT 5000][2025-03-26 13:17:55][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 967, Latency: 3.67ms, Throughput: 263.49 MB/s
[PORT 5000][2025-03-26 13:18:04][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 787, Latency: 3.1ms, Throughput: 253.87 MB/s
[PORT 5000][2025-03-26 13:18:17][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 143, Latency: 8.07ms, Throughput: 17.72 MB/s
[PORT 5000][2025-03-26 13:18:27][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 119, Latency: 1.43ms, Throughput: 83.22 MB/s
[PORT 5000][2025-03-26 13:18:31][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 838, Latency: 5.11ms, Throughput: 163.99 MB/s
[PORT 5000][2025-03-26 13:18:36][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 552, Latency: 6.58ms, Throughput: 83.89 MB/s
[PORT 5000][2025-03-26 13:18:47][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 476, Latency: 2.25ms, Throughput: 211.56 MB/s
[PORT 5000][2025-03-26 13:18:57][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 486, Latency: 1.84ms, Throughput: 264.13 MB/s
[PORT 5000][2025-03-26 13:19:01][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 382, Latency: 8.94ms, Throughput: 42.73 MB/s
[PORT 5000][2025-03-26 13:19:06][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 603, Latency: 5.37ms, Throughput: 112.29 MB/s
[PORT 5000][2025-03-26 13:19:17][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 714, Latency: 1.43ms, Throughput: 499.3 MB/s
[PORT 5000][2025-03-26 13:19:27][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 705, Latency: 1.26ms, Throughput: 559.52 MB/s
[PORT 5000][2025-03-26 13:19:31][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 541, Latency: 8.48ms, Throughput: 63.8 MB/s
[PORT 5000][2025-03-26 13:19:37][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 763, Latency: 8.82ms, Throughput: 86.51 MB/s
[PORT 5000][2025-03-26 13:19:47][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 155, Latency: 8.98ms, Throughput: 17.26 MB/s
[PORT 5000][2025-03-26 13:19:57][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 539, Latency: 8.62ms, Throughput: 62.53 MB/s
[PORT 5000][2025-03-26 13:20:01][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 362, Latency: 9.53ms, Throughput: 37.99 MB/s
[PORT 5000][2025-03-26 13:20:07][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 234, Latency: 1.46ms, Throughput: 160.27 MB/s
[PORT 5000][2025-03-26 13:20:20][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 723, Latency: 5.35ms, Throughput: 135.14 MB/s
[PORT 5000][2025-03-26 13:20:29][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 156, Latency: 2.5ms, Throughput: 62.4 MB/s
[PORT 5000][2025-03-26 13:20:35][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 995, Latency: 9.22ms, Throughput: 107.92 MB/s
[PORT 5000][2025-03-26 13:20:44][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 978, Latency: 2.99ms, Throughput: 327.09 MB/s
[PORT 5000][2025-03-26 13:21:01][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 689, Latency: 4.03ms, Throughput: 170.97 MB/s
[PORT 5000][2025-03-26 13:21:09][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 209, Latency: 3.55ms, Throughput: 58.87 MB/s
[PORT 5000][2025-03-26 13:21:17][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 491, Latency: 4.69ms, Throughput: 104.69 MB/s
[PORT 5000][2025-03-26 13:21:17][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 873, Latency: 7.68ms, Throughput: 113.67 MB/s
[PORT 5000][2025-03-26 13:21:33][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 502, Latency: 3.74ms, Throughput: 134.22 MB/s
[PORT 5000][2025-03-26 13:21:39][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 865, Latency: 2.9ms, Throughput: 298.28 MB/s
[PORT 5000][2025-03-26 13:21:47][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 829, Latency: 5.52ms, Throughput: 150.18 MB/s
[PORT 5000][2025-03-26 13:21:47][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 734, Latency: 9.2ms, Throughput: 79.78 MB/s
[PORT 5000][2025-03-26 13:22:03][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 736, Latency: 8.02ms, Throughput: 91.77 MB/s
[PORT 5000][2025-03-26 13:22:09][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 328, Latency: 1.62ms, Throughput: 202.47 MB/s
[PORT 5000][2025-03-26 13:22:17][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 821, Latency: 5.42ms, Throughput: 151.48 MB/s
[PORT 5000][2025-03-26 13:22:17][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 277, Latency: 8.49ms, Throughput: 32.63 MB/s
[PORT 5000][2025-03-26 13:22:33][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 978, Latency: 2.76ms, Throughput: 354.35 MB/s
[PORT 5000][2025-03-26 13:22:39][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 590, Latency: 6.79ms, Throughput: 86.89 MB/s
[PORT 5000][2025-03-26 13:22:47][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 966, Latency: 4.25ms, Throughput: 227.29 MB/s
[PORT 5000][2025-03-26 13:22:47][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 754, Latency: 6.92ms, Throughput: 108.96 MB/s
[PORT 5000][2025-03-26 13:23:04][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 110, Latency: 6.76ms, Throughput: 16.27 MB/s
[PORT 5000][2025-03-26 13:23:10][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 845, Latency: 2.88ms, Throughput: 293.4 MB/s
[PORT 5000][2025-03-26 13:23:18][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 366, Latency: 5.45ms, Throughput: 67.16 MB/s
[PORT 5000][2025-03-26 13:23:19][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 602, Latency: 8.6ms, Throughput: 70.0 MB/s
[PORT 5000][2025-03-26 13:23:34][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 863, Latency: 1.2ms, Throughput: 719.17 MB/s
[PORT 5000][2025-03-26 13:23:40][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 326, Latency: 5.64ms, Throughput: 57.8 MB/s
[PORT 5000][2025-03-26 13:23:48][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 134, Latency: 8.46ms, Throughput: 15.84 MB/s
[PORT 5000][2025-03-26 13:23:49][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 879, Latency: 7.2ms, Throughput: 122.08 MB/s
[PORT 5000][2025-03-26 13:24:04][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 285, Latency: 8.38ms, Throughput: 34.01 MB/s
[PORT 5000][2025-03-26 13:24:10][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 541, Latency: 1.73ms, Throughput: 312.72 MB/s
[PORT 5000][2025-03-26 13:24:18][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 726, Latency: 4.01ms, Throughput: 181.05 MB/s
[PORT 5000][2025-03-26 13:24:19][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 844, Latency: 5.22ms, Throughput: 161.69 MB/s
[PORT 5000][2025-03-26 13:24:34][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 955, Latency: 7.66ms, Throughput: 124.67 MB/s
[PORT 5000][2025-03-26 13:24:40][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 574, Latency: 5.95ms, Throughput: 96.47 MB/s
[PORT 5000][2025-03-26 13:24:48][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 744, Latency: 5.26ms, Throughput: 141.44 MB/s
[PORT 5000][2025-03-26 13:24:49][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 700, Latency: 2.14ms, Throughput: 327.1 MB/s
[PORT 5000][2025-03-26 13:25:04][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 444, Latency: 3.0ms, Throughput: 148.0 MB/s
[PORT 5000][2025-03-26 13:25:11][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 866, Latency: 5.59ms, Throughput: 154.92 MB/s
[PORT 5000][2025-03-26 13:25:20][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 796, Latency: 8.45ms, Throughput: 94.2 MB/s
[PORT 5000][2025-03-26 13:25:20][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 126, Latency: 8.42ms, Throughput: 14.96 MB/s
[PORT 5000][2025-03-26 13:25:35][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 310, Latency: 8.77ms, Throughput: 35.35 MB/s
[PORT 5000][2025-03-26 13:25:41][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 457, Latency: 5.38ms, Throughput: 84.94 MB/s
[PORT 5000][2025-03-26 13:25:50][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 437, Latency: 8.06ms, Throughput: 54.22 MB/s
[PORT 5000][2025-03-26 13:25:50][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 357, Latency: 1.74ms, Throughput: 205.17 MB/s
[PORT 5000][2025-03-26 13:26:05][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 131, Latency: 7.37ms, Throughput: 17.77 MB/s
[PORT 5000][2025-03-26 13:26:11][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 814, Latency: 1.43ms, Throughput: 569.23 MB/s
[PORT 5000][2025-03-26 13:26:20][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 815, Latency: 6.52ms, Throughput: 125.0 MB/s
[PORT 5000][2025-03-26 13:26:20][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 131, Latency: 1.96ms, Throughput: 66.84 MB/s
